centroide;CoordX;CoordY;S1-III;S1-IV;TS(TL);TS(TC);M1,2;M1,1;G1,1;G1,2;A1,1;A1,2;TL;P;TS(S2)IV;TS(S2)III;TS(S2)V;S1-V;CN;S1-VII;M2,1;M2,2;TS(S2)VI
VMy_1;5390431,968;5963792,728;;;;;;;;;;;;;;;;;-13;;;;
NJ_1;5378171,367;5983425,392;;;;;;;;;;;;-10;;;;;;;;;
NJ_2;5404834,347;6096604,298;;;;;;;;;;;;-10;;;;;;;;;
NJ_3;5425735,236;6086237,247;;;;;;;;;;;;-12;;;;;;;;;
AP_1;5687552,867;5817214,003;;;;;;;;;;;;;;;;;12;;;;
Ay_1;5510999,973;5957970,512;;;;;;;;;;;;-41;;;;;;;;;
Ay_2;5520771,637;5972237,26;;;;;;;;;;;;-44;;;;;;;;;
Ay_3;5658751,826;5873112,539;;;;;;;;;;;;-35;;;;;;;;;
Ay_4;5710248,136;5813815,086;;;;;;;;;;;;-33;;;;;;;;;
Ay_5;5607529,94;5912192,646;;;;;;;;;;;;-44;;;;;;;;;
Bv_1;5372919,607;5972451,638;;;;;;;;;;;;-30;;;;;;;;;
Bv_2;5537378,494;6064142,182;;;;;;;;;;;;-35;;;;;;;;;
Bv_3;5519483,267;6088197,404;;;;;;;;;;;;-37;;;;;;;;;
Bra_1;5488208,247;6109452,209;;;;;;;;;;;;-31;;;;;;;;;
Cas_1;5666615,006;6011477,819;;;;;;;;;;;;;;;;;-7;;;;
Cas_2;5639608,166;6020056,979;;;;;;;;;;;;;;;;;-9;;;;
Cha_1;5504076,495;6116457,977;;;;;;;;;;;;-20;;;;;;;;;
Che_1;5542360,163;5937113,52;;;;;;;;;;;;;;;;;3;;;;
Che_2;5537669,736;5965965,727;;;;;;;;;;;;;;;;;22;;;;
Che_3;5652705,371;5850809,997;;;;;;;;;;;;;;;;;23;;;;
Che_4;5659753,275;5907752,146;;;;;;;;;;;;;;;;;13;;;;
Che_5;5688082,876;5814603,605;;;;;;;;;;;;;;;;;28;;;;
Che_6;5563985,093;5906226,28;;;;;;;;;;;;;;;;;5;;;;
Che_7;5727550,845;5885939,668;;;;;;;;;;;;;;;;;60;;;;
CC_1;5571697,194;5801365,825;;;;;;;;;;;;-29;;;;;;;;;
CC_2;5578928,899;5799382,885;;;;;;;;;;;;-30;;;;;;;;;
CC_3;5539455,191;5893882,937;;;;;;;;;;;;-41;;;;;;;;;
CM_1;5718557,511;5975962,714;;;;;;;;;;;;2;;;;;;;;;
Cob_1;5698056,342;5892306,663;;;;;;;;;;;;47;;;;;;;;;
Cru_1;5460974,6;5797312,714;;;;;;;;;;;;-22;;;;;;;;;
Cru_2;5511016,205;5808099,398;;;;;;;;;;;;-9;;;;;;;;;
Cru_3;5514822,516;5832105,131;;;;;;;;;;;;-5;;;;;;;;;
DV_1;5392300,705;6009008,625;;;;;;;;;;;;-22;;;;;;;;;
DV_2;5379297,96;5969262,306;;;;;;;;;;;;-20;;;;;;;;;
ED_1;5720915,165;6025294,57;;;;;;;;;;;;;;;;;2;;;;
ED_2;5736198,648;6041329,004;;;;;;;;;;;;;;;;;1;;;;
EV_1;5481259,009;5797564,306;;;;;;;;;;;;-7;;;;;;;;;
EV_2;5375896,324;5813099,516;;;;;;;;;;;;-48;;;;;;;;;
EV_3;5370323,093;5831068,834;;;;;;;;;;;;-49;;;;;;;;;
EV_4;5385921,18;5835801,885;;;;;;;;;;;;-47;;;;;;;;;
EV_5;5480573,37;5727403,971;;;;;;;;;;;;-11;;;;;;;;;
LLa_1;5412821,596;6110452,181;;;;;;;;;;;;-30;;;;;;;;;
LLa_2;5453099,172;6077011,503;;;;;;;;;;;;-39;;;;;;;;;
EN_1;5471024,545;6101326,43;;;;;;;;;;;;-43;;;;;;;;;
EY_1;5546093,434;5988958,511;;;;;;;;;;;;-49;;;;;;;;;
EY_2;5599995,378;5992978,954;;;;;;;;;;;;-57;;;;;;;;;
EY_3;5551289,898;6015483,993;;;;;;;;;;;;-52;;;;;;;;;
GG_1;5572050,379;5943410,527;;;;;;;;;;;;;;;;;-9;;;;
GG_2;5657114,5;5867486,653;;;;;;;;;;;;;;;;;8;;;;
GG_3;5681146,824;5953605,915;;;;;;;;;;;;;;;;;0;;;;
GG_4;5607432,164;5957058,961;;;;;;;;;;;;;;;;;-10;;;;
GG_5;5648202,146;6016531,782;;;;;;;;;;;;;;;;;-31;;;;
GG_6;5698655,064;5853618,962;;;;;;;;;;;;;;;;;16;;;;
GG_7;5634000,63;5926724,072;;;;;;;;;;;;;;;;;-7;;;;
GG_8;5710940,695;5908095,165;;;;;;;;;;;;;;;;;51;;;;
GP_1;5721483,694;5847578,908;;;;;;;;;;;;;;;;;20;;;;
GP_2;5737797,402;5862893,585;;;;;;;;;;;;;;;;;55;;;;
Gt_1;5531125,499;6112089,804;;;;;;;;;;;;;;;;;17;;;;
Gt_2;5485328,36;6136600,841;;;;;;;;;;;;;;;;;19;;;;
Gt_3;5490557,449;6128950,961;;;;;;;;;;;;;;;;;21;;;;
Gt_4;5528081,314;6123441,186;;;;;;;;;;;;;;;;;13;;;;
Gw_1;5556374,804;6130684,817;;;;;;;;;;;;;;;;;-31;;;;
Gche_1;5605103,495;6083452,064;;;;;;;;;;;;-34;;;;;;;;;
Gche_2;5617742,838;6054010,331;;;;;;;;;;;;-22;;;;;;;;;
LAb_1;5405420,72;6011257,129;;;;;;;;;;;;-30;;;;;;;;;
LAb_2;5397520,093;5980954,356;;;;;;;;;;;;-32;;;;;;;;;
LAb_3;5562664,16;6063218,577;;;;;;;;;;;;-40;;;;;;;;;
LAb_4;5495497,003;6071960,157;;;;;;;;;;;;-35;;;;;;;;;
LA_1;5619434,008;5818196,251;;;;;;;;;;;;-25;;;;;;;;;
LA_2;5560770,554;5836930,064;;;;;;;;;;;;-24;;;;;;;;;
LA_3;5490683,305;5883179,96;;;;;;;;;;;;-33;;;;;;;;;
LA_4;5588839,054;5846483,482;;;;;;;;;;;;-30;;;;;;;;;
LD_1;5441900,264;5975231,369;;;;;;;;;;;;-48;;;;;;;;;
LD_2;5393348,61;5934465,88;;;;;;;;;;;;-50;;;;;;;;;
LD_3;5377722,836;5910448,188;;;;;;;;;;;;-55;;;;;;;;;
LD_4;5402454,777;5905422,645;;;;;;;;;;;;-54;;;;;;;;;
LD_5;5465217,615;5914441,669;;;;;;;;;;;;-50;;;;;;;;;
LE_1;5549648,555;5978425,316;;;;;;;;;;;;-65;;;;;;;;;
LE_2;5459451,901;5994037,823;;;;;;;;;;;;-51;;;;;;;;;
LE_3;5560279,815;6001674,615;;;;;;;;;;;;-66;;;;;;;;;
LE_4;5463204,009;5972620,763;;;;;;;;;;;;-54;;;;;;;;;
LEs_1;5496605,484;5975747,398;;;;;;;;;;;;;;;;;-3;;;;
LEs_2;5537972,409;5960703,009;;;;;;;;;;;;;;;;;18;;;;
LEs_3;5405497,009;5953791,995;;;;;;;;;;;;;;;;;-8;;;;
LEs_4;5387107,367;5898724,353;;;;;;;;;;;;;;;;;-18;;;;
LEs_5;5428397,507;5927357,412;;;;;;;;;;;;;;;;;-11;;;;
LGn_1;5374931,117;5953047,66;;;;;;;;;;;;;;;;;-21;;;;
LGn_2;5492936,985;6088853,755;;;;;;;;;;;;;;;;;-22;;;;
LGZ_1;5554267,848;5974517,002;;;;;;;;;;;;;;;;;-38;;;;
LGZ_2;5613290,531;6079489,094;;;;;;;;;;;;;;;;;-37;;;;
LGZ_3;5552514,009;6003519,633;;;;;;;;;;;;;;;;;-32;;;;
LGZ_4;5577289,048;6035793,64;;;;;;;;;;;;;;;;;-38;;;;
LL_1;5689332,827;6026341,653;;;;;;;;;;;;-61;;;;;;;;;
LL_2;5576765,743;6039125,239;;;;;;;;;;;;-60;;;;;;;;;
LL_3;5709607,204;6051591,297;;;;;;;;;;;;-63;;;;;;;;;
LMa_1;5543192,966;5795429,084;;;;;;;;;;;;;;;;;-11;;;;
LNE_1;5488856,631;5950629,173;;;;;;;;;;;;-44;;;;;;;;;
LNE_2;5513042,866;5865853,656;;;;;;;;;;;;-27;;;;;;;;;
LNE_3;5463285,975;5945333,179;;;;;;;;;;;;-46;;;;;;;;;
LPa_1;5499650,735;6040497,072;;;;;;;;;;;;;;;;;23;;;;
LPa_2;5449977,91;6005826,182;;;;;;;;;;;;;;;;;22;;;;
LPa_3;5425940,968;5980319,609;;;;;;;;;;;;;;;;;20;;;;
LPa_4;5529475,062;6039151,244;;;;;;;;;;;;;;;;;19;;;;
LPa_5;5478844,016;6037861,794;;;;;;;;;;;;;;;;;19;;;;
LTi_1;5382959,016;5925941,567;;;;;;;;;;;;-16;;;;;;;;;
LTi_2;5370994,955;5912476,534;;;;;;;;;;;;-30;;;;;;;;;
LHe_1;5515425,221;5797044,526;;;;;;;;;;;;-2;;;;;;;;;
LHe_2;5384146,156;5805764,201;;;;;;;;;;;;-49;;;;;;;;;
LHe_3;5575173,428;5805878,981;;;;;;;;;;;;-19;;;;;;;;;
LHe_4;5470066,48;5811576,971;;;;;;;;;;;;-13;;;;;;;;;
LMs_1;5365941,393;5897368,945;;;;;;;;;;;;-63;;;;;;;;;
Lo_1;5599404,168;5791410,424;;;;;;;;;;;;;;;;;12;;;;
LM_1;5667182,154;6037183,95;;;;;;;;;;;;;;;;;-63;;;;
LM_2;5620967,058;6092097,686;;;;;;;;;;;;;;;;;-49;;;;
LM_3;5668517,435;6081567,528;;;;;;;;;;;;;;;;;-67;;;;
LM_4;5646740,734;6045435,159;;;;;;;;;;;;;;;;;-64;;;;
LM_5;5675350,684;6049787,615;;;;;;;;;;;;;;;;;-63;;;;
Ma_1;5775665,153;5917042,089;;;;;;;;;;;;;;;;;72;;;;
Ma_2;5778067,432;5914054,673;;;;;;;;;;;;;;;;;72;;;;
MP_1;5619970,972;5805687,433;;;;;;;;;;;;3;;;;;;;;;
MP_2;5691135,157;5803455,437;;;;;;;;;;;;8;;;;;;;;;
MP_3;5593309,642;5865305,473;;;;;;;;;;;;-14;;;;;;;;;
MP_4;5733124,513;5906262,032;;;;;;;;;;;;42;;;;;;;;;
Me_1;5565979,836;5798201,509;;;;;;;;;;;;-1;;;;;;;;;
Me_2;5575544,596;5804709,773;;;;;;;;;;;;-2;;;;;;;;;
Min_1;5532104,905;5922055,767;;;;;;;;;;;;;;;;;-27;;;;
Min_2;5485479,018;5919277,002;;;;;;;;;;;;;;;;;-41;;;;
Mo_1;5537292,321;6112761,276;;;;;;;;;;;;-38;;;;;;;;;
Mo_2;5533985,517;6123396,156;;;;;;;;;;;;-34;;;;;;;;;
Mrs_1;5382425,163;6156534,541;;;;;;;;;;;;;;;;;9;;;;
Mrs_2;5374026,348;6112868,676;;;;;;;;;;;;;;;;;12;;;;
NP_1;5631754,124;5820035,889;;;;;;;;;;;;;;;;;22;;;;
NP_2;5411437,784;5927297,621;;;;;;;;;;;;;;;;;1;;;;
NP_3;5446710,252;5926741,784;;;;;;;;;;;;;;;;;-8;;;;
No_1;5443388,618;6069355,244;;;;;;;;;;;;-45;;;;;;;;;
Or_1;5490217,023;6068120,118;;;;;;;;;;;;-20;;;;;;;;;
Pl_1;5735481,232;6038631,519;;;;;;;;;;;;-22;;;;;;;;;
Po_1;5665892,279;6116047,653;;;;;;;;;;;;-36;;;;;;;;;
Que_1;5514236,404;5952901,018;;;;;;;;;;;;;;;;;-32;;;;
Que_2;5471836,742;5900124,24;;;;;;;;;;;;;;;;;-45;;;;
RG_1;5382038,842;5822044,804;;;;;;;;;;;;-46;;;;;;;;;
RG_2;5370736,258;5825613,099;;;;;;;;;;;;-46;;;;;;;;;
Rch_1;5547509,179;5919002,807;;;;;;;;;;;;-36;;;;;;;;;
Rch_2;5573071,822;5951228,252;;;;;;;;;;;;-40;;;;;;;;;
Rch_3;5616915,071;5957980,735;;;;;;;;;;;;-40;;;;;;;;;
Rch_4;5576803,947;5901804,772;;;;;;;;;;;;-41;;;;;;;;;
Sa_1;5562144,095;6065197,524;;;;;;;;;;;;-22;;;;;;;;;
Sa_2;5463560,926;6057732,512;;;;;;;;;;;;-18;;;;;;;;;
SGb_1;5490343,148;5795463,965;;;;;;;;;;;;;;;;;-15;;;;
SGb_2;5542551,209;5803659,385;;;;;;;;;;;;;;;;;1;;;;
SGb_3;5435134,182;5798464,386;;;;;;;;;;;;;;;;;-42;;;;
SGb_4;5562155,411;5812991,145;;;;;;;;;;;;;;;;;-9;;;;
SGb_5;5426033,48;5821994,154;;;;;;;;;;;;;;;;;-38;;;;
SLB_1;5644830,101;6092711,111;;;;;;;;;;;;;;;;;-21;;;;
SLB_2;5655267,688;6090400,662;;;;;;;;;;;;;;;;;-24;;;;
SRi_1;5501335,326;6008214,264;;;;;;;;;;;;;;;;;-11;;;;
SRi_2;5454922,978;6037023,391;;;;;;;;;;;;;;;;;-16;;;;
SRi_3;5378672,456;5950709,357;;;;;;;;;;;;;;;;;-15;;;;
SRi_4;5538255,895;6061814,647;;;;;;;;;;;;;;;;;-21;;;;
SRi_5;5430801,175;6043433,585;;;;;;;;;;;;;;;;;-13;;;;
Se_1;5475204,638;6121341,206;;;;;;;;;;;;-26;;;;;;;;;
SCh_1;5507156,424;5919400,062;;;;;;;;;;;;-20;;;;;;;;;
SCh_2;5488993,068;5918706,647;;;;;;;;;;;;-38;;;;;;;;;
SP_1;5526247,112;5896602,452;;;;;;;;;;;;;;;;;-11;;;;
SP_2;5627319,248;5810289,996;;;;;;;;;;;;;;;;;-13;;;;
SP_3;5557061,609;5840380,146;;;;;;;;;;;;;;;;;-13;;;;
SP_4;5686235,823;5798873,695;;;;;;;;;;;;;;;;;-18;;;;
SP_5;5449646,272;5927573,229;;;;;;;;;;;;;;;;;-22;;;;
SP_6;5572745,88;5858425,18;;;;;;;;;;;;;;;;;-18;;;;
Ta_1;5590809,955;5800739,013;;;;;;;;;;;;-6;;;;;;;;;
Ta_2;5584573,693;5818164,125;;;;;;;;;;;;-6;;;;;;;;;
Ta_3;5586668,576;5835540,687;;;;;;;;;;;;-14;;;;;;;;;
Tdf_1;5548697,375;5895328,02;;;;;;;;;;;;;;;;;-6;;;;
TArr_1;5454654,272;5794869,125;;;;;;;;;;;;-12;;;;;;;;;
TEs_1;5554372,113;5834191,695;;;;;;;;;;;;-2;;;;;;;;;
TEs_2;5547672,489;5886957,601;;;;;;;;;;;;-20;;;;;;;;;
Tri_1;5630870,323;6023395,391;;;;;;;;;;;;-55;;;;;;;;;
Tyu_1;5592563,159;6011810,037;;;;;;;;;;;;;;;;;-21;;;;
Tyu_2;5605471,903;6031288,512;;;;;;;;;;;;;;;;;-20;;;;
Vi_1;5546784,341;5976523,871;;;;;;;;;;;;;;;;;-41;;;;
Vi_2;5649155,566;5984225,57;;;;;;;;;;;;;;;;;-34;;;;
Vi_3;5594070,212;5989540,018;;;;;;;;;;;;;;;;;-38;;;;
Vi_4;5596504,305;6013134,727;;;;;;;;;;;;;;;;;-38;;;;
VD_1;5605825,835;5994887,103;;;;;;;;;;;;;;;;;-5;;;;
VD_2;5593068,572;6025118,578;;;;;;;;;;;;;;;;;-6;;;;
VM_1;5536745,878;6112761,855;;;;;;;;;;;;;;;;;-27;;;;
VM_2;5574190,211;6095065,568;;;;;;;;;;;;;;;;;-33;;;;
VM_3;5488951,391;6138875,686;;;;;;;;;;;;;;;;;-16;;;;
VM_4;5572039,025;6088430,717;;;;;;;;;;;;;;;;;-35;;;;
VM_5;5506648,313;6117084,135;;;;;;;;;;;;;;;;;-16;;;;
VM_6;5531162,55;6123960,318;;;;;;;;;;;;;;;;;-28;;;;
A100-30_29;5245349,952;5704234,88;-18;;;;-33;-37;-36;-23;;;;;;;;;-27;;;;
A100-30_1;5285481,229;5465873,419;0;;;;-18;-22;-22;-7;;;;;;;;;-11;;;;
AF100-35_1;5229779,639;5585102,238;-19;;;;-33;-37;-37;-24;;;;;;;;;-31;;;;
AF100-30_1;5233474,516;5538449,361;-14;;;;-29;-33;-33;-19;;;;;;;;;-26;;;;
AF100-30_4;5260071,93;5708063,932;-13;;;;-30;-35;-33;-19;;;;;;;;;-24;;;;
AF100-30_2;5255275,104;5659371,822;-14;;;;-30;-35;-33;-19;;;;;;;;;-25;;;;
ArL100-40_1;5730489,888;6087877,466;;20;;;-6;-2;-10;-7;;;;-12;50;;;;;;;;
F100-0_1;5304582,023;5687783,2;;;;;;;;;;;;;;;;;-40;;;;
F100-30_1;5304662,623;5642035,807;-15;;;;-41;-51;-46;-24;;;;;;;;;-42;;;;
F100-30_2;5299828,434;5518474,571;;;;;;;;;;;;;;;;;-46;;;;
F100-40_22;5409638,081;5957120,18;;13;;;-14;-8;-18;-16;;;;-12;42;;;;;;;;
F100-35_22;5370372,031;5907048,435;8;;;;-20;-27;-33;-10;;;;-29;;44;;;;;;;
F100-35_36;5445082,314;5844589,584;32;;;;5;-2;-10;15;;;;-3;;61;;;;;;;
F100-35_25;5243963,189;6190756,179;;;;;4;10;7;-8;;;;-11;;;39;1;;;31;;
F100-35_41;5538349,001;5982664,776;11;;;;-13;-19;-25;-4;;;;-18;;40;;;;;;;
F100-55_10;5329544,227;5719554,041;-13;;;;-39;-48;-45;-22;;;;-56;;;;;;;;;
F100-55_11;5637372,454;5851836,925;34;;;;10;2;-5;18;;;;1;;61;;;;;;;
F100-50_10;5413688,876;6012415,097;;12;;;-15;-9;-20;-17;;;;-12;41;;;;;;;;
F100-35_29;5402222,967;5959543,797;;14;;;-14;-8;-18;-15;;;;-11;43;;;;;;;;
F100-40_9;5259276,041;5781924,605;12;;;;-19;-27;-26;1;;;;-36;;;;;;;;;
F100-55_8;5405043,564;5710348,419;6;;;;-20;-28;-34;-10;;;;-32;;42;;;;;;;
F100-35_24;5365346,995;5863387,349;7;;;;-20;-28;-34;-10;;;;-33;;43;;;;;;;
F100-50_15;5667768,854;6010615,516;;2;;;-23;-20;-27;-24;;;;-27;30;;;;;;;;
F100-50_16;5628054,574;6083223,688;;0;;;-25;-23;-30;-25;;;;-32;28;;;;;;;;
F100-40_24;5237586,423;6131937,636;;;;;-2;0;-2;-11;;;;-18;;;39;-1;;;30;;
F100-30_3;5288725,219;5578609,134;-32;;;;-51;-58;-55;-39;;;;;;;;;-52;;;;
F100-55_9;5373009,535;6182900,723;;;;;-1;5;2;-12;;;;-18;;;43;-2;;;33;;
F100-55_37;5245126,835;6180043,975;;;;;1;5;3;-10;;;;-14;;;37;-2;;;29;;
F100-35_26;5589401,898;5999768,953;7;;;;-17;-24;-30;-8;;;;-23;;36;;;;;;;
F100-35_27;5582188,556;6050917,846;;2;;;-23;-18;-27;-24;;;;-23;31;;;;;;;;
F100-40_25;5567318,604;5831050,015;31;;;;5;-3;-10;14;;;;-3;;61;;;;;;;
F100-40_13;5352985,419;6122227,136;;;;;-7;-2;-4;-16;;;;-21;;;36;-5;;;28;;
F100-40_16;5694062,948;5826909,904;38;;;;16;10;3;23;;;;11;;62;;;;;;;
F100-50_12;5436064,151;6057289,911;;;;;-12;-4;-6;-22;;;;-18;;;29;-11;;;21;;
F100-35_28;5464389,365;5920832,831;11;;;;-13;-20;-26;-5;;;;-17;;42;;;;;;;
F100-40_14;5323755,985;6036613,839;;;;;-8;-4;-5;-19;;;;-23;;;30;-10;;;22;;
F100-40_15;5262842,584;5861106,024;;-1;;;-16;-24;-28;-11;;;;-29;51;;;;;;21;;
F100-30_13;5783911,173;5944384,182;61;;;;41;36;29;47;;;;43;;79;;;;;;;
F100-55_12;5603942,929;5914217,908;22;;;;-4;-11;-18;6;;;;-11;;52;;;;;;;
F100-40_10;5255219,105;6006043,329;;40;;;26;18;14;31;;;;13;83;;;;;;58;;
F100-50_13;5433169,533;5719969,185;32;;;;4;-4;-12;14;;;;-8;;63;;;;;;;
F100-30_4;5276242,52;5482169,678;-11;;;;-33;-40;-38;-19;;;;;;;;;-32;;;;
F100-50_14;5739326,905;5883735,415;60;;;;41;36;29;46;;;;44;;77;;;;;;;
FA100-35_36;5259840,778;6169107,298;;;;;-3;3;2;-13;;;;-12;;;24;-8;;;17;;
FA100-30_27;5271802,178;5613772,358;-20;;;;-41;-49;-45;-26;;;;;;;;;-41;;;;
FA100-30_11;5378926,874;5993171,54;;2;;;-20;-14;-23;-22;;;;-18;25;;;;;;;;
FA100-30_7;5371617,169;5974599,181;;4;;;-18;-13;-21;-20;;;;-16;27;;;;;;;;
FA100-30_34;5303181,205;5907014,832;;-9;;;-22;-27;-32;-18;;;;-25;33;;;;;;8;;
FA100-30_35;5733084,67;6002542,679;;-1;;;-21;-18;-24;-22;;;;-21;22;;;;;;;;
FA100-35_35;5212162,247;6104997,335;;;;;3;7;5;-4;;;;-9;;;35;2;;;28;;
FA100-35_1;5214753,44;5587599,641;-30;;;;-47;-53;-51;-36;;;;;;;;;-47;;;;
FA100-50_12;5376671,713;6170252,382;;;;;-15;-9;-10;-23;;;;-23;;;17;-16;;;11;;
FA100-35_33;5528313,773;6073621,129;;-3;;;-23;-19;-26;-25;;;;-22;19;;;;;;;;
FA100-50_15;5355721,126;6126251,296;;;;;-12;-6;-7;-21;;;;-20;;;20;-13;;;13;;
FA100-35_47;5732375,119;5838236,899;21;;;;4;0;-5;9;;;;5;;40;;;;;;;
FA100-50_16;5463865,077;6061393,323;;;;;-18;-12;-13;-26;;;;-23;;;13;-18;;;7;;
FA100-40_6;5354701,951;6058247,802;;;;;-18;-12;-12;-27;;;;-26;;;11;-22;;;4;;
FA100-35_34;5276915,202;5890975,333;;-4;;;-18;-23;-28;-14;;;;-22;40;;;;;;15;;
FA100-30_31;5747914,221;6072387,359;;-9;;;-29;-26;-33;-29;;;;-30;15;;;;;;;;
FA100-30_8;5258137,551;5999357,406;;30;;;18;13;9;22;;;;13;65;;;;;;45;;
FA100-35_3;5221185,75;5542897,54;-24;;;;-42;-49;-47;-31;;;;;;;;;-42;;;;
FA100-35_50;5286333,811;5614631,397;-20;;;;-41;-49;-45;-26;;;;;;;;;-41;;;;
FA100-40_7;5366858,3;6220094,28;;;;;-6;1;0;-15;;;;-14;;;27;-8;;;20;;
FA100-35_51;5229653,021;5888292,572;;-8;;;-21;-27;-31;-17;;;;-30;35;;;;;;9;;
FA100-30_2;5199637,448;5903298,165;;10;;;-6;-12;-18;0;;;;-16;57;;;;;;30;;
FA100-35_52;5325112,585;5697291,53;-17;;;;-38;-45;-43;-24;;;;-50;;;;;;;;;
FA100-30_25;5370158,313;5947707,889;;2;;;-20;-14;-23;-22;;;;-18;26;;;;;;;;
FA100-30_3;5230465,545;5805824,315;;-10;;;-22;-28;-32;-18;;;;;32;;;;-5;;7;;
FA100-30_26;5299873,394;5920555,825;;-8;;;-20;-25;-30;-16;;;;-23;35;;;;;;10;;
FA100-30_6;5254805,968;5647525,383;-18;;;;-39;-47;-43;-24;;;;;;;;;-36;;;;
FA100-35_37;5259759,894;5900624,96;;-7;;;-20;-25;-30;-16;;;;-26;38;;;;;;11;;
FA100-30_9;5233877,441;5944214,883;;14;;;2;-3;-8;6;;;;-2;51;;;;;;30;;
FA100-35_54;5249270,546;5519713,245;-22;;;;-39;-44;-43;-28;;;;;;;;;-38;;;;
FA30-35_2;5212117,541;5874668,648;;-28;;;-34;-28;-33;-35;;;;-29;20;;;;;;-13;;
FA30-35_1;5246527,564;5634678,598;-59;;;;-65;-65;-65;-62;;;;;;;;;-60;;;;
FA50-35_1;5226033,274;5598600,316;-49;;;;-62;-63;-63;-55;;;;;;;;;-55;;;;
FA50-35_2;5230490,732;5515458,595;-30;;;;-44;-45;-48;-37;;;;;;;;;-36;;;;
FA80-40_2;5303740,684;5705982,731;-27;;;;-46;-52;-50;-33;;;;-53;;;;;;;;;
FA90-35_1;5222223,178;5706486,351;-18;;;;-40;-46;-44;-26;;;;;;;;;-30;;;;
FA90-30_1;5279921,394;5543159,418;-28;;;;-47;-52;-51;-35;;;;;;;;;-45;;;;
FAr100-40_1;5301272,812;5742952,268;-10;;;;-38;-47;-43;-19;;;;-55;;;;;;;;;
FAr100-40_2;5248543,176;5770517,153;14;;;;-19;-27;-26;3;;;;;;;;;-5;;;;
FAr100-40_8;5385373,954;5739352,643;13;;;;-16;-25;-32;-5;;;;-30;;52;;;;;;;
FAr20-35_1;5307099,168;5876179,477;;-57;;;-62;-55;-62;-65;;;;-56;-10;;;;;;-43;;
FArL100-40_1;5694701,74;6115304,228;;24;;;-3;2;-8;-4;;;;-8;55;;;;;;;;
FL100-45_3;5635947,016;5769247,209;27;;;;6;-1;-7;13;;;;1;;49;;;;;;;
FL100-40_10;5472017,784;5791768,835;38;;;;14;7;-1;23;;;;10;;56;;;;;;;
FL100-40_11;5497017,486;5823262,391;40;;;;21;15;8;27;;;;18;;58;;;;;;;
FL100-40_5;5426378,155;5777823,472;13;;;;-13;-20;-26;-3;;;;-23;;42;;;;;;;
FL100-40_15;5667819,264;6015754,365;;2;;;-20;-18;-24;-21;;;;-23;25;;;;;;;;
FL100-40_18;5648494,932;6092825,42;;1;;;-22;-20;-26;-22;;;;-28;26;;;;;;;;
FL100-50_25;5478124,493;6164158,34;;;;;-9;-3;-5;-17;;;;-17;;;29;-7;;;21;;
FL100-45_2;5663379,718;6109096,538;;14;;;-9;-6;-13;-9;;;;-11;37;;;;;;;;
FL100-40_24;5649500,536;6019856,969;;1;;;-21;-19;-25;-21;;;;-23;24;;;;;;;;
FL100-35_16;5525327,673;5826739,018;44;;;;25;20;13;31;;;;24;;61;;;;;;;
FL100-50_15;5515010,091;6120545,699;;;;;-13;-9;-11;-21;;;;-25;;;27;-9;;;21;;
FL100-55_6;5504173,512;6183171,637;;;;;-3;3;0;-12;;;;-11;;;32;-2;;;25;;
FL100-40_9;5701075,182;6048607,738;;1;;;-21;-19;-25;-21;;;;-24;24;;;;;;;;
FL100-35_27;5566571,702;6133255,659;;-2;;;-24;-23;-28;-24;;;;-32;23;;;;;;;;
