centroide;CoordX;CoordY;S1-III;S1-IV;TS(TL);TS(TC);M1,2;M1,1;G1,1;G1,2;A1,1;A1,2;TL;P;TS(S2)IV;TS(S2)III;TS(S2)V;S1-V;CN;S1-VII;M2,1;M2,2;TS(S2)VI
FArL50-45_20;5611843,23;6368397,199;;;;;-25;-18;-23;;;;;-30;;;;-31;;;2;;9
FArL50-45_22;5567817,337;6602054,429;;;;;-22;-14;-19;;;;;;;;;-26;0;;6;;14
FArL50-45_23;5546976,348;6418066,469;;;;;-44;-39;-43;;;;;-50;;;;-46;;;-12;;-5
FArL50-45_24;5499917,683;6491473,18;;;;;1;7;2;;;;;;;;;-3;23;;36;;45
FArL50-45_25;5579173,464;6428229,223;;;;;-50;-45;-48;;;;;-51;;;;-51;;;-24;;-17
FArL50-40_1;5491993,447;6389791,408;;;;;-26;-18;-24;;;;;-31;;;;-27;;;9;;17
FArL50-45_16;5586334,563;6482972,438;;;;;-36;-29;-33;;;;;;;;;-39;-15;;-7;;0
FArL80-45_9;5650757,671;6599218,671;;;;;-14;-8;-13;;;;;;;;;-14;8;;17;;23
FArL80-45_10;5618897,906;6640466,655;;;;;-14;-8;-13;;;;;;;;;-14;8;;17;;23
FArL80-40_3;5635032,931;6531567,713;;;;;-19;-12;-17;;;;;;;;;-20;5;;14;;21
FArL80-45_5;5548059,961;6550869,904;;;;;-6;0;-6;;;;;;;;;-5;21;;32;;39
FArL80-45_6;5529454,33;6475303,798;;;;;-24;-22;-26;;;;;;;;;-18;-5;;18;;25
FArL80-45_7;5471515,714;6486319,34;;;;;4;6;1;;;;;;;;;8;24;;47;;54
FArL80-45_8;5574906,718;6524027,475;;;;;-22;-16;-21;;;;;;;;;-20;1;;13;;19
FL50-45_9;5527596,758;6485162,987;;;;;-35;-30;-34;;;;;;;;;-38;-17;;-10;;-4
FL50-45_10;5542269,057;6481504,434;;;;;-35;-28;-32;;;;;;;;;-39;-16;;-12;;-6
FL80-40_24;5620959,012;6416954,827;;;;;-20;-14;-19;;;;;-23;;;;-20;;;6;;11
FL80-55_3;5469816,469;6431352,663;;;;;-13;-10;-14;;;;;;;;;-12;6;;18;;24
FL80-40_26;5555529,178;6362418,402;;;;;-26;-25;-28;;;;;-35;;;;-22;;;6;;11
FL80-40_27;5620446,03;6358950,059;;;;;-7;-2;-6;;;;;-12;;;;-8;;;19;;24
FL80-40_20;5536975,25;6596744,56;;;;;-8;0;-6;;;;;;;;;-10;13;;19;;25
FL80-40_22;5515877,135;6418533,833;;;;;-27;-26;-29;;;;;-37;;;;-23;;;5;;10
FL80-55_1;5484332,9;6477637,591;;;;;-6;-2;-7;;;;;;;;;-4;14;;26;;31
FL80-40_23;5580781,874;6386281,61;;;;;-20;-15;-19;;;;;-23;;;;-20;;;7;;12
m-Ar50-40_1;5621114,281;6275350,078;;;;;;;;;;;;-13;;;;;;;;;
m-Ar50-40_2;5632860,297;6244731,392;;;;;;;;;;;;;;;;;-16;;;;
m-F80-30_1;5577626,187;6319563,561;;;;;;;;;;;;-18;;;;;;;;;
m-F80-30_2;5580430,459;6272667,652;;;;;;;;;;;;-20;;;;;;;;;
m-FA80-35_4;5677126,2;6622929,528;;;;;;;;;;;;;;;;;0;;;;
m-FA80-35_5;5583047,387;6427815,084;;;;;;;;;;;;-33;;;;;;;;;
m-FA80-35_6;5637553,112;6384175,862;;;;;;;;;;;;-24;;;;;;;;;
m-FA80-35_7;5562043,96;6612387,845;;;;;;;;;;;;;;;;;7;;;;
m-FA80-30_1;5621754,274;6557721,062;;;;;;;;;;;;;;;;;-6;;;;
m-FArA100-35_1;5448604,502;6490913,816;;;;;;;;;;;;;;;;;25;;;;
m-FArA100-35_2;5450415,673;6346207,296;;;;;;;;;;;;-24;;;;;;;;;
m-FArA100-30_1;5489032,774;6349498,351;;;;;;;;;;;;;;;;;8;;;;
m-FArL100-35_1;5568554,471;6303644,209;;;;;;;;;;;;-7;;;;;;;;;
m-FArL50-35_1;5551893,033;6352410,953;;;;;;;;;;;;-42;;;;;;;;;
m-FArL50-35_2;5520909,028;6404889,313;;;;;;;;;;;;-50;;;;;;;;;
m-FArL50-40_1;5553239,713;6482005,455;;;;;;;;;;;;;;;;;-16;;;;
m-FArL80-35_2;5656259,599;6595087,445;;;;;;;;;;;;;;;;;9;;;;
m-FArL80-40_2;5632092,979;6655018,386;;;;;;;;;;;;;;;;;9;;;;
m-FL50-40_9;5641811,159;6567666,304;;;;;;;;;;;;;;;;;-17;;;;
m-FL50-35_6;5568872,065;6332862,675;;;;;;;;;;;;-31;;;;;;;;;
m-FL50-45_5;5587312,266;6594333,048;;;;;;;;;;;;;;;;;-11;;;;
m-FL50-45_2;5510086,418;6494728,933;;;;;;;;;;;;;;;;;3;;;;
m-FL50-45_3;5610603,232;6590500,537;;;;;;;;;;;;;;;;;-12;;;;
m-FL50-45_4;5557800,628;6501382,757;;;;;;;;;;;;;;;;;-18;;;;
m-FL80-35_5;5556263,572;6634013,382;;;;;;;;;;;;;;;;;15;;;;
A100-30_8;5668057,23;6458130,256;;;;;-14;-10;-13;;;;;-16;;;;-16;;;4;;8
A100-30_13;5682881,372;6495183,532;;;;;-15;-9;-13;;;;;-17;;;;-17;;;2;;6
A100-30_11;5662059,492;6345444,349;;;;;-5;0;-3;;;;;-8;;;;-9;;;12;;17
AF80-35_4;5661537,138;6433633,206;;;;;-17;-12;-15;;;;;-19;;;;-19;;;1;;5
AF80-35_5;5661537,138;6433633,206;;;;;-17;-12;-15;;;;;-19;;;;-19;;;1;;5
FArL50-45_18;5648126,547;6388138,461;;;;;-35;-29;-33;;;;;-38;;;;-38;;;-8;;-1
AF80-35_7;5679055,293;6559997,59;;;;;-15;-10;-14;;;;;-18;;;;-19;;;0;;4
FArL50-45_5;5649549,411;6579436,145;;;;;-37;-30;-35;;;;;;;;;-40;-17;;-11;;-4
FArL50-45_3;5642391,771;6455318,569;;;;;-37;-32;-36;;;;;-40;;;;-40;;;-11;;-4
FArL50-45_9;5617958,332;6479952,718;;;;;-40;-34;-38;;;;;-43;;;;-42;;;-13;;-6
FArL50-45_10;5617958,332;6479952,718;;;;;-40;-34;-38;;;;;-43;;;;-42;;;-13;;-6
FArL50-45_15;5649423,15;6433858,386;;;;;-39;-33;-37;;;;;-42;;;;-41;;;-11;;-4
FArL50-45_11;5617958,332;6479952,718;;;;;-40;-34;-38;;;;;-43;;;;-42;;;-13;;-6
FArL50-45_19;5648126,547;6388138,461;;;;;-35;-29;-33;;;;;-38;;;;-38;;;-8;;-1
FArL50-45_12;5617958,332;6479952,718;;;;;-40;-34;-38;;;;;-43;;;;-42;;;-13;;-6
FArL50-45_21;5611843,23;6368397,199;;;;;-25;-18;-23;;;;;-30;;;;-31;;;2;;9
FArL50-45_13;5617958,332;6479952,718;;;;;-40;-34;-38;;;;;-43;;;;-42;;;-13;;-6
FL80-40_25;5620959,012;6416954,827;;;;;-20;-14;-19;;;;;-23;;;;-20;;;6;;11
FL80-40_21;5536975,25;6596744,56;;;;;-8;0;-6;;;;;;;;;-10;13;;19;;25
FL80-55_2;5484332,9;6477637,591;;;;;-6;-2;-7;;;;;;;;;-4;14;;26;;31
m-FArL80-35_3;5656259,599;6595087,445;;;;;;;;;;;;;;;;;9;;;;
m-FL50-40_10;5641811,159;6567666,304;;;;;;;;;;;;;;;;;-17;;;;
AF100-15_2;5435037,544;7314470,169;;;;;;;;49;16;28;;;;;;;34;40;46;53;
AF100-30_3;5290418,302;7436908,594;;;;;;;;62;27;44;;;;;;;49;59;65;72;
F30-35_1;5648238,712;7223082,564;;;;;;;;33;-14;-14;;;;;;;8;19;31;51;
F30-30_1;5438293,258;7329811,811;;;;;;;;44;-16;0;;;;;;;11;21;33;56;
FL100-40_16;5608134,102;7147517,906;;;;;;;;20;-6;-3;;;;;;;14;29;36;45;
FL100-40_17;5578290,906;7093009,369;;;;;;;;21;-5;-2;;;;;;;15;30;37;46;
FL100-40_6;5500485,429;7258931,819;;;;;;;;63;28;30;;;;;;;50;58;63;71;
FL100-40_7;5515515,605;7157636,076;;;;;;;;36;5;7;;;;;;;26;38;45;54;
FL30-45_1;5667537,283;7147455,566;;;;;;;;24;-18;-18;;;;;;;1;11;21;38;
FL30-45_2;5583572,409;7124197,635;;;;;;;;-13;-44;-43;;;;;;;-29;-20;-11;3;
FL30-40_1;5468563,759;7259725,494;;;;;;;;50;-5;9;;;;;;;20;27;38;54;
FL30-40_8;5634039,872;7067673,359;;;;;;;;56;18;19;;;;;;;37;47;56;72;
FL30-40_2;5561703,342;7154246,424;;;;;;;;-7;-40;-39;;;;;;;-24;-15;-6;8;
FL30-40_3;5292442,837;7435500,106;;;;;;;;85;19;43;;;;;;;55;72;83;98;
FL30-40_5;5268447,724;7493105,808;;;;;;;;87;17;44;;;;;;;55;77;89;104;
FL30-40_9;5647060,99;7184449,979;;;;;;;;69;29;29;;;;;;;49;58;68;84;
FL30-40_6;5434734,746;7296074,084;;;;;;;;50;-5;9;;;;;;;20;27;38;54;
FL30-40_7;5579898,839;7228182,018;;;;;;;;-13;-45;-44;;;;;;;-30;-20;-12;3;
FL50-40_23;5613497,483;7150007,219;;;;;;;;-3;-37;-35;;;;;;;-17;-3;6;19;
FL50-45_11;5568029,23;7133289,236;;;;;;;;3;-32;-31;;;;;;;-12;1;10;24;
FL50-35_1;5365837,862;7299380,824;;;;;;;;63;12;29;;;;;;;39;48;56;69;
FL50-35_3;5296289,024;7369406,305;;;;;;;;59;8;32;;;;;;;38;57;67;80;
FL50-40_22;5657772,422;7189458,071;;;;;;;;30;-12;-11;;;;;;;11;25;35;50;
FL50-40_2;5548202,629;7283393,495;;;;;;;;60;8;9;;;;;;;35;44;53;65;
FL50-40_3;5559213,658;7169538,906;;;;;;;;4;-31;-30;;;;;;;-11;3;11;25;
FL50-30_1;5319100,923;7366213,741;;;;;;;;62;11;35;;;;;;;41;59;69;82;
m-FL30-45_2;5641633,862;7217538,237;;;;;;;;;;;;;;;;;59;;;;
m-FL30-40_3;5542713,482;7304803,733;;;;;;;;;;;;;;;;;-2;;;;
m-FL30-45_1;5561463,701;7175638,394;;;;;;;;;;;;;;;;;-26;;;;
m-FL30-40_1;5425820,784;7267248,732;;;;;;;;;;;;;;;;;23;;;;
m-FL30-40_2;5526328,368;7147885,652;;;;;;;;;;;;;;;;;-13;;;;
m-FL50-40_1;5699311,714;7112096,693;;;;;;;;;;;;;;;;;17;;;;
FL30-40_4;5292442,837;7435500,106;;;;;;;;85;19;43;;;;;;;55;72;83;98;
FL50-35_4;5296289,024;7369406,305;;;;;;;;59;8;32;;;;;;;38;57;67;80;
FL50-35_5;5296289,024;7369406,305;;;;;;;;59;8;32;;;;;;;38;57;67;80;
FL50-35_6;5296289,024;7369406,305;;;;;;;;59;8;32;;;;;;;38;57;67;80;
FL50-35_7;5296289,024;7369406,305;;;;;;;;59;8;32;;;;;;;38;57;67;80;
FL50-30_2;5319100,923;7366213,741;;;;;;;;62;11;35;;;;;;;41;59;69;82;
A100-15_6;4972269,273;7319893,417;;;;;;;;;;;;;;;;;94;98;93;108;
F100-55_38;5029209,207;7278976,19;;;;;;;;;;;;;;;;;87;109;105;113;
F100-55_18;5005822,871;7358810,912;;;;;;;;;;;;;;;;;64;104;98;110;
FA100-55_1;4990714,36;7401804,601;;;;;;;;;;;;;;;;;65;81;73;92;
FAr100-45_6;4992158,101;7303911,113;;;;;;;;;;;;;;;;;86;120;114;126;
FAr100-40_15;4957208,982;7316341,639;;;;;;;;;;;;;;;;;79;120;114;127;
m-A100-45_3;4905244,523;7475830,504;;;;;;;;;;;;;;;;;80;;;;
m-A100-30_13;5034517,385;7353723,888;;;;;;;;;;;;;;;;;82;;;;
m-A100-40_1;4920802;7395033,708;;;;;;;;;;;;;;;;;77;;;;
m-A100-30_12;4897361,661;7483903,096;;;;;;;;;;;;;;;;;79;;;;
m-A80-30_5;4894703,265;7497720,092;;;;;;;;;;;;;;;;;79;;;;
m-A80-45_1;4974268,593;7426737,421;;;;;;;;;;;;;;;;;73;;;;
m-A80-30_1;4917450,185;7526872,984;;;;;;;;;;;;;;;;;54;;;;
m-AF80-35_1;4832498,559;7362846,488;;;;;;;;;;;;;;;;;92;;;;
m-AF80-35_2;4872396,418;7451583,556;;;;;;;;;;;;;;;;;90;;;;
m-FA100-75_5;4880145,564;7463980,086;;;;;;;;;;;;;;;;;72;;;;
m-FA100-75_2;4970193,413;7442137,113;;;;;;;;;;;;;;;;;57;;;;
m-FA80-35_1;4813040,694;7384514,58;;;;;;;;;;;;;;;;;72;;;;
m-FA80-35_2;4890562,415;7450487,875;;;;;;;;;;;;;;;;;90;;;;
m-FA80-35_3;4893783,855;7520487,459;;;;;;;;;;;;;;;;;52;;;;
m-FL100-35_9;4968882,292;7289452,106;;;;;;;;;;;;;;;;;81;;;;
m-FL100-55_2;4984066,467;7352259,824;;;;;;;;;;;;;;;;;64;;;;
m-FL100-55_3;5034316,825;7380447,544;;;;;;;;;;;;;;;;;67;;;;
F100-55_39;5029209,207;7278976,19;;;;;;;;;;;;;;;;;87;109;105;113;
A100-30_14;5159731,827;5766710,87;;-17;;;-26;-29;-31;-23;;;;;19;;;;-12;;-4;;
A100-30_3;5086288,522;5863389,589;;2;;;-8;-11;-14;-5;;;;;42;;;;6;;17;;
A100-30_15;5197914,307;5712528,928;-14;;;;-31;-34;-34;-20;;;;;;;;;-19;;;;
A100-30_2;5017678,833;5890103,981;;29;;;17;14;10;21;;;;;66;;;;38;;45;;
A50-30_1;4795421,475;5983839,351;;;;;;;;;;;;;;;;;-24;;;;
F100-35_5;5141117,578;5773198,3;;-11;;;-26;-38;-39;-20;;;;;37;;;;-20;;9;;
F100-35_3;5080867,272;5835887,134;;0;;;-16;-28;-30;-10;;;;;47;;;;-13;;20;;
F100-50_1;5117194,994;5742328,831;-12;;;;-39;-48;-45;-22;;;;;;;;;-37;;;;
F100-35_4;5007331,41;5872974,634;;;;;;;;;;;;13;;;;;;;;;
F100-35_32;4890601,15;5732046,725;;;;;;;;;;;;;;;;;-70;;;;
FA100-35_4;5176310,121;5807119,618;;-16;;;-28;-35;-37;-23;;;;;26;;;;-15;;1;;
FA100-35_6;5022209,618;5812245,491;;;;;;;;;;;;;;;;;-12;;;;
FA100-35_5;5176814,738;5681068,634;-21;;;;-40;-48;-45;-27;;;;;;;;;-36;;;;
FA100-35_7;5134693,644;6000129,73;;16;;;2;-5;-9;7;;;;-10;59;;;;;;35;;
FA100-35_12;5139894,162;5811691,914;;-16;;;-28;-35;-38;-24;;;;;25;;;;-16;;0;;
FA100-35_13;5069177,484;5882576,745;;-2;;;-15;-23;-26;-11;;;;;40;;;;-6;;16;;
FA100-30_10;5170750,904;6026164,766;;36;;;22;15;12;26;;;;9;74;;;;;;52;;
FA100-35_8;5054463,879;6049296,62;;31;;;16;7;4;22;;;;;71;;;;31;;49;;
FA100-35_9;5138154,217;5730848,508;-19;;;;-39;-46;-44;-25;;;;;;;;;-33;;;;
FA100-35_10;5082902,007;5940620,613;;9;;;-5;-12;-15;0;;;;;52;;;;6;;27;;
FA100-35_11;4979040,612;5987259,876;;38;;;24;15;13;29;;;;;77;;;;36;;54;;
FA30-35_3;5191923,986;5865308,892;;-29;;;-34;-29;-33;-35;;;;;19;;;;-12;;-14;;
m-A100-30_11;4918169,212;5769451,04;;;;;;;;;;;;;;;;;-44;;;;
m-A100-30_2;5027764,1;5801050,596;;;;;;;;;;;;;;;;;-12;;;;
m-A100-30_24;4796049,598;5829576,461;;;;;;;;;;;;;;;;;-42;;;;
m-A100-30_14;5033499,068;5709797,793;;;;;;;;;;;;;;;;;-30;;;;
m-A100-15_8;4859748,283;5968392,126;;;;;;;;;;;;;;;;;16;;;;
m-A100-30_1;4941123,42;5969112,423;;;;;;;;;;;;22;;;;;;;;;
m-A50-15_1;4875457,774;5753911,694;;;;;;;;;;;;;;;;;-46;;;;
m-A50-30_1;4813695,563;5822221,582;;;;;;;;;;;;;;;;;-44;;;;
m-A50-30_4;5013104,405;5704974,957;;;;;;;;;;;;;;;;;-28;;;;
m-A50-30_2;4852680,087;5827281,989;;;;;;;;;;;;;;;;;-44;;;;
m-FA100-35_8;4848570,686;5927406,649;;;;;;;;;;;;;;;;;-16;;;;
m-FA100-35_4;5120353,36;5753227,639;;;;;;;;;;;;;;;;;-21;;;;
m-FA100-35_16;4825451,28;5848449,187;;;;;;;;;;;;;;;;;-60;;;;
m-FA100-35_5;5071423,383;5733442,257;;;;;;;;;;;;;;;;;-37;;;;
F100-35_6;4926535,436;6620434,362;;;;;;;;;;;;;;;;;9;;;;
F100-35_8;4846859,087;6546065,785;;;;;;;;;;;;;;;;;42;;;;
F100-35_20;4774891,428;6611646,703;;;;;;;;;;;;;;;;;34;;;;
F100-35_10;4855036,403;6695338,147;;;;;;;;;;;;;;;;;-15;;;;
m-A100-15_1;4883030,657;6580243,542;;;;;;;;;;;;;;;;;72;;;;
m-A100-15_14;4762623,401;6711929,49;;;;;;;;;;;;;;;;;13;;;;
m-A100-15_15;4624004,98;6781809,032;;;;;;;;;;;;;;;;;-2;;;;
m-A100-15_4;4831805,274;6765664,067;;;;;;;;;;;;;;;;;-2;;;;
m-F100-35_16;4770779,035;6691440,12;;;;;;;;;;;;;;;;;-22;;;;
m-F100-35_10;4839761,538;6807667,168;;;;;;;;;;;;;;;;;-23;;;;
m-F100-35_11;4749087,331;6826933,082;;;;;;;;;;;;;;;;;-55;;;;
m-F100-35_1;4923681,215;6735177,115;;;;;;;;;;;;;;;;;8;;;;
m-F100-35_2;4885857,095;6675105,258;;;;;;;;;;;;;;;;;1;;;;
m-F100-35_13;4784293,155;6599198,07;;;;;;;;;;;;;;;;;35;;;;
F100-35_7;4926535,436;6620434,362;;;;;;;;;;;;;;;;;9;;;;
F100-35_11;4855036,403;6695338,147;;;;;;;;;;;;;;;;;-15;;;;
F100-35_9;4846859,087;6546065,785;;;;;;;;;;;;;;;;;42;;;;
F100-35_12;4855036,403;6695338,147;;;;;;;;;;;;;;;;;-15;;;;
m-F100-35_12;4749087,331;6826933,082;;;;;;;;;;;;;;;;;-55;;;;
A100-30_30;4722956,836;6018245,873;;;;;;;;;;;;;;;;;11;;;;
A100-30_17;4685427,88;6205789,901;;;;;;;;;;;;;;;;;-9;;;;
A100-15_2;4821643,606;6264087,663;;;;;;;;;;;;;;;;;-17;;;;
A100-30_18;4779597,757;6310701,442;;;;;;;;;;;;;;;;;-11;;;;
A100-30_21;4816340,207;6146728,031;;;;;;;;;;;;;;;;;-29;;;;
F100-30_6;4697624,047;6381132,87;;;;;;;;;;;;;;;;;-55;;;;
F100-30_14;4670069,48;6054110,122;;;;;;;;;;;;;;;;;-23;;;;
F100-35_21;4795508,672;6364567,082;;;;;;;;;;;;;;;;;-24;;;;
F100-35_33;4639856,469;6004580,188;;;;;;;;;;;;;;;;;-29;;;;
F100-35_34;4678582,47;6296490,698;;;;;;;;;;;;;;;;;-40;;;;
F100-35_18;4656586,133;6201287,174;;;;;;;;;;;;;;;;;-35;;;;
FA100-35_21;4717855,413;6122350,907;;;;;;;;;;;;;;;;;-32;;;;
FA50-40_1;4633581,491;6282214,855;;;;;;;;;;;;;;;;;-21;;;;
FA70-40_2;4677405,82;6296048,741;;;;;;;;;;;;;;;;;-34;;;;
FL100-35_32;4624345,097;5956531,039;;;;;;;;;;;;;;;;;-24;;;;
m-A100-40_2;4649255,212;5973302,517;;;;;;;;;;;;;;;;;-3;;;;
m-A100-15_9;4660737,612;6313634,28;;;;;;;;;;;;;;;;;-23;;;;
m-A100-15_5;4616088,988;6373270,667;;;;;;;;;;;;;;;;;-39;;;;
m-A100-30_8;4637154,751;6098490,664;;;;;;;;;;;;;;;;;2;;;;
m-A100-30_9;4638543,679;6222594,022;;;;;;;;;;;;;;;;;-4;;;;
m-A100-30_10;4644599,849;6384853,949;;;;;;;;;;;;;;;;;-39;;;;
m-A50-30_5;4748279,704;5885405,628;;;;;;;;;;;;;;;;;33;;;;
m-A50-30_3;4669732,509;6106831,195;;;;;;;;;;;;;;;;;-35;;;;
m-AF30-30_1;4690913,421;5852837,437;;;;;;;;;;;;;;;;;21;;;;
m-F100-40_1;4663226,959;6356469,991;;;;;;;;;;;;;;;;;-59;;;;
m-F100-30_4;4656376,428;6047970,418;;;;;;;;;;;;;;;;;-26;;;;
m-F100-30_2;4696522,909;6357756,923;;;;;;;;;;;;;;;;;-55;;;;
m-F100-35_14;4731391,205;6348039,47;;;;;;;;;;;;;;;;;-38;;;;
m-F100-35_3;4702001,888;6251674,396;;;;;;;;;;;;;;;;;-39;;;;
m-F100-35_4;4745401,417;6205971,571;;;;;;;;;;;;;;;;;-55;;;;
m-F100-35_5;4676880,083;6371501,209;;;;;;;;;;;;;;;;;-57;;;;
m-A100-15_10;4660737,612;6313634,28;;;;;;;;;;;;;;;;;-23;;;;
Ar100-55_1;5961388,111;6906152,986;;;;;24;52;30;;;;;;;;;;46;46;58;;
Ar100-55_2;5928578,332;6916237,755;;;;;24;52;30;;;;;;;;;;46;47;58;;
Ar100-55_3;5928578,332;6916237,755;;;;;24;52;30;;;;;;;;;;46;47;58;;
F100-35_35;5135294,345;5676045,3;-17;;;;-41;-51;-46;-25;;;;;;;;;-42;;;;
FA100-35_48;5243322,235;5479233,01;-7;;;;-27;-33;-32;-14;;;;;;;;;-25;;;;
A100-30_22;5100215,403;7440190,006;;;;;;;;;;;;;;;;;62;77;68;88;
A100-15_4;5211823,85;7408145,818;;;;;;;;;;;;;;;;;61;69;61;80;
A100-40_1;4944264,738;7240030,654;;;;;;;;;;;;;;;;;75;75;72;82;
A100-30_19;5107499,469;7446980,483;;;;;;;;;;;;;;;;;59;74;65;85;
A80-30_1;5049288,253;7277386,639;;;;;;;;;;;;;;;;;101;103;97;113;
A80-30_2;5051674,606;7164579,416;;;;;;;;;;;;;;;;;163;163;159;170;
A80-30_7;5051856,219;7386956,947;;;;;;;;;;;;;;;;;81;90;84;102;
A80-15_22;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
A80-30_8;4944065,679;7234117,627;;;;;;;;;;;;;;;;;77;77;74;84;
A80-15_20;5225479,978;7504632,648;;;;;;;;;;;;;;;;;46;65;53;78;
AF100-65_2;4974594,542;7151932,318;;;;;;;;;;;;;;;;;102;102;100;104;
AF100-65_1;5002998,906;7431495,345;;;;;;;;;;;;;;;;;67;78;72;88;
AF80-55_1;4916027,897;7233445,715;;;;;;;;;;;;;;;;;84;84;81;90;
F100-55_19;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
F100-55_27;5074689,66;7404504,674;;;;;;;;;;;;;;;;;71;98;88;108;
F100-40_23;5123134,472;7292168,762;;;;;;;;;;;;;;;;;77;109;101;118;
F100-55_28;4955643,063;7186483,274;;;;;;;;;;;;;;;;;106;110;108;114;
F100-55_7;5145458,004;7503070,72;;;;;;;;;;;;;;;;;49;81;68;97;
F100-30_7;5122926,795;7167309,24;;;;;;;;;;;;;;;;;139;141;137;147;
F100-30_9;5197186,289;7295003,033;;;;;;;;;;;;;;;;;62;82;70;97;
F100-30_12;5168859,378;7442516,593;;;;;;;;;;;;;;;;;59;91;79;106;
F80-50_1;4943219,51;7227385,9;;;;;;;;;;;;;;;;;101;102;99;107;
FA100-55_2;5011871,262;7266913,729;;;;;;;;;;;;;;;;;90;98;93;104;
FAr100-45_1;5086671,296;7387174,433;;;;;;;;;;;;;;;;;71;107;94;117;
FAr100-40_16;5162801,491;7305454,457;;;;;;;;;;;;;;;;;79;99;86;113;
FAr100-65_1;4947757,677;7254926,45;;;;;;;;;;;;;;;;;101;101;99;104;
FAr100-40_9;5180739,592;7458775,871;;;;;;;;;;;;;;;;;44;91;75;108;
FL100-45_1;4955691,275;7235760,688;;;;;;;;;;;;;;;;;90;93;89;100;
m-A100-45_2;4880802,944;7377780,204;;;;;;;;;;;;;;;;;79;;;;
m-A100-15_11;5029408,661;7147473,668;;;;;;;;;;;;;;;;;150;;;;
m-A100-15_6;5084280,978;7379535,599;;;;;;;;;;;;;;;;;71;;;;
m-A100-15_7;4799034,863;7225327,519;;;;;;;;;;;;;;;;;107;;;;
m-A80-30_2;4873542,55;7372245,98;;;;;;;;;;;;;;;;;86;;;;
m-A80-30_7;4905382,305;7116920,868;;;;;;;;;;;;;;;;;112;;;;
m-A80-45_2;4827953,362;7207336,877;;;;;;;;;;;;;;;;;103;;;;
m-A80-45_3;4883399,048;7340554,388;;;;;;;;;;;;;;;;;88;;;;
m-A80-30_4;4829599,651;7263013,944;;;;;;;;;;;;;;;;;104;;;;
m-AF100-65_1;5007177,814;7519183,968;;;;;;;;;;;;;;;;;80;;;;
m-AF100-65_2;5010804,327;7506313,72;;;;;;;;;;;;;;;;;52;;;;
m-AF80-35_3;4902506,982;7128910,41;;;;;;;;;;;;;;;;;109;;;;
m-AF80-55_3;4862641,328;7080490,626;;;;;;;;;;;;;;;;;115;;;;
m-F40-35_1;5059668,378;7171435,986;;;;;;;;;;;;;;;;;227;;;;
m-FA100-75_3;4857107,086;7358470,498;;;;;;;;;;;;;;;;;65;;;;
m-FA100-65_2;4791508,965;7221336,834;;;;;;;;;;;;;;;;;94;;;;
m-FA70-45_1;5255816,138;7440695,269;;;;;;;;;;;;;;;;;50;;;;
m-FA70-40_1;5233321,866;7488437,459;;;;;;;;;;;;;;;;;39;;;;
m-FA70-35_1;4731857,676;7247424,803;;;;;;;;;;;;;;;;;99;;;;
m-FL100-55_4;4993487,665;7267190,08;;;;;;;;;;;;;;;;;85;;;;
m-FL100-55_5;5023297,005;7232133,611;;;;;;;;;;;;;;;;;116;;;;
m-FL100-55_7;5021615,453;7466723,529;;;;;;;;;;;;;;;;;57;;;;
m-FL100-55_6;4942673,214;7262206,36;;;;;;;;;;;;;;;;;90;;;;
m-FL100-55_8;5091299,624;7503988,36;;;;;;;;;;;;;;;;;40;;;;
m-FL60-35_7;5189892,426;7362909,302;;;;;;;;;;;;;;;;;53;;;;
F100-55_20;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
A80-30_3;5051674,606;7164579,416;;;;;;;;;;;;;;;;;163;163;159;170;
A80-30_4;5051674,606;7164579,416;;;;;;;;;;;;;;;;;163;163;159;170;
F100-55_21;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
A80-30_5;5051674,606;7164579,416;;;;;;;;;;;;;;;;;163;163;159;170;
F100-55_29;4955643,063;7186483,274;;;;;;;;;;;;;;;;;106;110;108;114;
A80-30_6;5051674,606;7164579,416;;;;;;;;;;;;;;;;;163;163;159;170;
A80-15_23;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
F100-55_22;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
A80-15_24;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
F100-30_8;5122926,795;7167309,24;;;;;;;;;;;;;;;;;139;141;137;147;
A80-15_25;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
F100-30_10;5197186,289;7295003,033;;;;;;;;;;;;;;;;;62;82;70;97;
A80-15_26;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
A80-15_27;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
A80-15_28;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
FAr100-40_17;5162801,491;7305454,457;;;;;;;;;;;;;;;;;79;99;86;113;
A80-15_29;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
A80-15_30;5178006,052;7276754,036;;;;;;;;;;;;;;;;;68;76;68;88;
F100-55_23;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
